,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
431,KROS,99 Hayden Avenue,Lexington,MA,02421,United States,http://www.kerostx.com,Biotechnology,Healthcare,"Keros Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of novel treatments for patients suffering from hematological and musculoskeletal disorders with high unmet medical need....",2020-12-20
432,ZNTL,530 Seventh Avenue,New York,NY,10018,United States,http://www.zentalis.com,Biotechnology,Healthcare,"Zentalis Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops small molecule therapeutics for the treatment of various cancers in the United States. Its lead product candidate is the ZN-c5, an oral selective estrogen receptor deg...",2020-12-20
433,WIMI,"No. 6, Xiaozhuang, #101A",Beijing,,100020,China,http://en.wimiar.com,Advertising Agencies,Communication Services,"WiMi Hologram Cloud Inc. provides augmented reality (AR) based holographic services and products in China. It operates in two segments, Augmented Reality, and AR Entertainment. The company primarily offers holographic AR advertising services and hologr...",2020-12-20
434,NARI,9 Parker,Irvine,CA,92618,United States,http://www.inarimedical.com,Medical Devices,Healthcare,"Inari Medical, Inc., a commercial-stage medical device company, focuses on developing products to treat and transform the lives of patients suffering from venous diseases in the United States. It produces ClotTriever for treatment of deep vein thrombos...",2020-12-20
435,CGROU,1805 West Avenue,Austin,TX,78701,United States,http://collectivegrowthcorp.com,Shell Companies,Financial Services,"Collective Growth Corporation intends to operate in the cannabinoid industry. The company was founded in 2019 and is based in Austin, Texas.",2020-12-20
436,GAN,400 Spectrum Center Drive,Irvine,CA,92618,United States,http://www.gan.com,Gambling,Consumer Cyclical,"GAN Limited operates as a business-to-business supplier of internet gambling software-as-a-service solutions to online casino gaming and online sports betting applications in the United States. It offers and licenses GameSTACK, a proprietary internet g...",2020-12-20
437,ROCHU,888 San Clemente Drive,Newport Beach,CA,92660,United States,,Shell Companies,Financial Services,"Roth CH Acquisition I Co. focuses on entering into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other business combination with one or various businesses or entities. The company was founded in 2019 ...",2020-12-20
438,AYLA,Oppenheimer 4,Rehovot,,7670104,Israel,http://www.ayalapharma.com,Biotechnology,Healthcare,"Ayala Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing small molecule therapeutics for patients suffering from rare and aggressive cancers. The company's lead product candidate is AL101, which...",2020-12-20
439,CLEU,Zhongguangcun MOOC Times Building,Beijing,,100190,China,http://www.chinaliberal.com,Education & Training Services,Consumer Defensive,"China Liberal Education Holdings Limited provides educational services and products under the China Liberal brand name in China. The company offers Sino-foreign jointly managed and delivered academic programs, including undergraduate and postgraduate e...",2020-12-20
440,KC,Kingsoft Tower,Beijing,,100085,China,http://www.ksyun.com,Software—Application,Technology,"Kingsoft Cloud Holdings Limited provides cloud services to businesses and organizations in China. The company offers public cloud services to customers in various verticals, including game, video, AI, e-commerce, education, and mobile internet; enterpr...",2020-12-20
441,NOVSU,8556 Oakmont Lane,Indianapolis,IN,46260,United States,http://novuscapitalcorporation.com,Shell Companies,Financial Services,"Novus Capital Corporation is a blank check company. The company was founded in 2020 and is based in Indianapolis, Indiana.",2020-12-20
442,ADCT,Biopole,Epalinges,,1066,Switzerland,http://www.adctherapeutics.com,Biotechnology,Healthcare,"ADC Therapeutics SA, a clinical-stage oncology-focused biotechnology company, develops antibody drug conjugates (ADC) for patients suffering from hematological malignancies and solid tumors. Its lead product candidates are ADCT-402, an ADC that is in a...",2020-12-20
443,SLQT,6800 West 115th Street,Overland Park,KS,66211,United States,http://www.selectquote.com,Insurance Brokers,Financial Services,"Founded in 1985, SelectQuote (NYSE: SLQT) provides solutions that help consumers protect their most valuable assets: their families, health and property. The company pioneered the direct-to-consumer model of providing unbiased comparisons from multiple...",2020-12-20
444,LYRA,480 Arsenal Way,Watertown,MA,02472,United States,http://www.lyratherapeutics.com,Biotechnology,Healthcare,"Lyra Therapeutics, Inc., a clinical-stage therapeutics company, focuses on the development and commercialization of novel integrated drug and delivery solutions for the localized treatment of patients with ear, nose, and throat diseases. The company's ...",2020-12-20
445,ADTX,11161 Anderson Street,Loma Linda,CA,92354,United States,http://www.aditxt.com,Biotechnology,Healthcare,"ADiTx Therapeutics, Inc., a life sciences company, focuses on developing nucleic acid-based technologies for addressing the rejection of transplanted organs, autoimmune diseases, and allergies. The company is developing Apoptotic DNA Immunotherapy (ADi...",2020-12-20
446,AZEK,1330 West Fulton Street,Chicago,IL,60607,United States,http://azekco.com,Building Products & Equipment,Industrials,"The AZEK Company Inc. engages in designing, manufacturing, and selling building products for residential, commercial, and industrial markets in the United States. Its products include trims, decks, porches, moldings, railings, pavers, and bathroom and ...",2020-12-20
447,BNR,"Building 3, Standard Industrial Unit 2",Guangzhou,,510300,China,http://www.brbiotech.com,Diagnostics & Research,Healthcare,Burning Rock Biotech Limited primarily develops and provides cancer therapy selection tests in the People's Republic of China. The company primarily offers 13 next-generation sequencing-based cancer therapy selection tests applicable to a range of canc...,2020-12-20
448,LTRN,1920 McKinney Avenue,Dallas,TX,75201,United States,http://www.lanternpharma.com,Biotechnology,Healthcare,"Lantern Pharma Inc., a clinical stage oncology biotechnology company, focuses on the development of precision oncology therapeutics using artificial intelligence, genomics, and machine learning. Its advanced drug candidate is LP-100, which is in phase ...",2020-12-20
449,UCL,One Pacific Centre,Kowloon,,,Hong Kong,http://www.ucloudlink.com,Telecom Services,Communication Services,"uCloudlink Group Inc. operates as a mobile data traffic sharing marketplace in the telecommunications industry. The company provides uCloudlink 1.0, a model that focuses on cross-border travelers that need mobile data connectivity services in various c...",2020-12-20
450,VRM,1375 Broadway,New York,NY,10018,United States,http://www.vroom.com,Auto & Truck Dealerships,Consumer Cyclical,"Vroom, Inc. operates an e-commerce platform for buying, selling, and trading of new and used cars in the United States. It also offers financing solutions. The company was formerly known as Auto America, Inc. and changed its name to Vroom, Inc. in July...",2020-12-20
451,HECCU,570 Lexington Avenue,New York,NY,10022,United States,http://www.hudsonexecutive.com/hudson-executive-investment-corp,Shell Companies,Financial Services,"Hudson Executive Investment Corp. focuses on entering into a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in...",2020-12-20
452,LEGN,2101 Cottontail Lane,Somerset,NJ,08873,United States,http://www.legendbiotech.com,Biotechnology,Healthcare,"Legend Biotech Corporation, a clinical-stage biopharmaceutical company, engages in the discovery and development of novel cell therapies for oncology and other indications. Its lead product candidate, LCAR-B38M/JNJ-4528, is an autologous CAR-T cell the...",2020-12-20
453,FOUR,2202 North Irving Street,Allentown,PA,18109,United States,http://www.shift4.com,Software—Infrastructure,Technology,"Shift4 Payments, Inc. provides integrated payment processing and technology solutions in the United States. Its payments platform provides omni-channel card acceptance and processing solutions, including end-to-end payment processing for various paymen...",2020-12-20
454,CALT,"Kungsbron 1, C8",Stockholm,,111 22,Sweden,http://www.calliditas.se,Drug Manufacturers—Specialty & Generic,Healthcare,"Calliditas Therapeutics AB (publ) operates as a biopharmaceutical company in Stockholm, Sweden. It focuses on identifying, developing, and commercializing pharmaceutical products for patients with unmet medical needs. The company's lead product candida...",2020-12-20
